Transaction_ID,PR_ID,PO_ID,GR_ID,Invoice_ID,Vendor_ID,Vendor_Name,Category,Department,Quantity,Unit_Price,Total_Amount,PR_Date,PO_Date,Expected_Delivery,GR_Date,Invoice_Date,Payment_Date,PO_Cycle_Days,Delivery_Cycle_Days,Invoice_Cycle_Days,Payment_Cycle_Days,E2E_Cycle_Days,On_Time_Delivery,Invoice_Exception,Month,Month_Num,Quarter
TXN0212,PR0212,PO0212,GR0212,INV0212,V004,PrimeMaterials Ltd,Marketing,Finance,14,108942.57,1525195.98,2024-02-18,2024-02-28,2024-03-21,2024-03-21,2024-03-22,2024-05-24,10,22,1,63,96,True,False,Feb,2,Q1
TXN0213,PR0213,PO0213,GR0213,INV0213,V001,TechSupply Pvt Ltd,Raw Materials,Marketing,14,29764.77,416706.78,2024-01-17,2024-01-24,2024-02-02,2024-02-02,2024-02-07,2024-03-15,7,9,5,37,58,True,False,Jan,1,Q1
TXN0214,PR0214,PO0214,GR0214,INV0214,V002,GlobalProcure Inc,Software Licenses,Operations,33,77091.09,2544005.97,2024-06-18,2024-06-24,2024-07-02,2024-06-30,2024-07-02,2024-08-21,6,6,2,50,64,True,False,Jun,6,Q2
TXN0215,PR0215,PO0215,GR0215,INV0215,V005,NexaVendors Corp,Professional Services,Finance,29,108308.62,3140949.98,2024-07-22,2024-07-28,2024-08-21,2024-08-31,2024-09-04,2024-10-11,6,34,4,37,81,False,False,Jul,7,Q3
TXN0216,PR0216,PO0216,GR0216,INV0216,V004,PrimeMaterials Ltd,Consumables,HR,46,1198.31,55122.26,2024-02-13,2024-02-18,2024-02-29,2024-02-29,2024-03-07,2024-05-13,5,11,7,67,90,True,False,Feb,2,Q1
TXN0217,PR0217,PO0217,GR0217,INV0217,V002,GlobalProcure Inc,Professional Services,IT,1,189732.84,189732.84,2024-06-11,2024-06-19,2024-07-07,2024-07-12,2024-07-13,2024-08-27,8,23,1,45,77,False,False,Jun,6,Q2
TXN0218,PR0218,PO0218,GR0218,INV0218,V002,GlobalProcure Inc,Utilities,R&D,2,7240.47,14480.94,2024-08-08,2024-08-17,2024-08-26,2024-08-28,2024-09-04,2024-10-26,9,11,7,52,79,False,False,Aug,8,Q3
TXN0219,PR0219,PO0219,GR0219,INV0219,V007,ZenithSupplies Ltd,Maintenance,R&D,50,6133.88,306694.0,2024-01-07,2024-01-16,2024-01-30,2024-02-01,2024-02-03,2024-03-04,9,16,2,30,57,False,False,Jan,1,Q1
TXN0220,PR0220,PO0220,GR0220,INV0220,V005,NexaVendors Corp,Maintenance,HR,32,8399.59,268786.88,2024-03-12,2024-03-15,2024-04-04,2024-04-04,2024-04-07,2024-05-04,3,20,3,27,53,True,False,Mar,3,Q1
TXN0221,PR0221,PO0221,GR0221,INV0221,V008,CoreTrade Inc,Maintenance,Procurement,39,25816.75,1006853.25,2024-07-03,2024-07-11,2024-07-21,2024-07-21,2024-07-22,2024-09-25,8,10,1,65,84,True,False,Jul,7,Q3
TXN0222,PR0222,PO0222,GR0222,INV0222,V006,AlphaGoods Pvt Ltd,Professional Services,Logistics,28,166785.58,4669996.24,2024-07-13,2024-07-23,2024-08-03,2024-08-03,2024-08-08,2024-09-23,10,11,5,46,72,True,False,Jul,7,Q3
TXN0223,PR0223,PO0223,GR0223,INV0223,V007,ZenithSupplies Ltd,Professional Services,Operations,21,72460.67,1521674.07,2024-09-02,2024-09-10,2024-10-05,2024-10-10,2024-10-13,2024-11-19,8,30,3,37,78,False,False,Sep,9,Q3
TXN0224,PR0224,PO0224,GR0224,INV0224,V010,Pinnacle Supplies,Office Supplies,Procurement,35,1063.65,37227.75,2024-07-05,2024-07-14,2024-07-21,2024-07-31,2024-08-04,2024-09-04,9,17,4,31,61,False,False,Jul,7,Q3
TXN0225,PR0225,PO0225,GR0225,INV0225,V007,ZenithSupplies Ltd,Maintenance,IT,44,21474.22,944865.68,2024-08-12,2024-08-17,2024-08-31,2024-08-31,2024-09-02,2024-10-09,5,14,2,37,58,True,False,Aug,8,Q3
TXN0226,PR0226,PO0226,GR0226,INV0226,V010,Pinnacle Supplies,Utilities,Logistics,26,18359.19,477338.94,2024-02-07,2024-02-14,2024-03-09,2024-03-07,2024-03-10,2024-04-06,7,22,3,27,59,True,False,Feb,2,Q1
TXN0227,PR0227,PO0227,GR0227,INV0227,V003,SwiftLogistics Co,Logistics,Marketing,42,50950.84,2139935.28,2024-02-25,2024-03-06,2024-04-02,2024-04-04,2024-04-08,2024-05-13,10,29,4,35,78,False,False,Feb,2,Q1
TXN0228,PR0228,PO0228,GR0228,INV0228,V002,GlobalProcure Inc,Office Supplies,Finance,17,1265.61,21515.37,2024-08-08,2024-08-17,2024-09-10,2024-09-12,2024-09-17,2024-11-07,9,26,5,51,91,False,False,Aug,8,Q3
TXN0229,PR0229,PO0229,GR0229,INV0229,V006,AlphaGoods Pvt Ltd,Utilities,Operations,2,17069.28,34138.56,2024-07-19,2024-07-24,2024-08-13,2024-08-23,2024-08-24,2024-10-07,5,30,1,44,80,False,True,Jul,7,Q3
TXN0230,PR0230,PO0230,GR0230,INV0230,V008,CoreTrade Inc,Maintenance,Marketing,14,22281.25,311937.5,2024-06-27,2024-07-03,2024-07-25,2024-07-23,2024-07-29,2024-10-02,6,20,6,65,97,True,False,Jun,6,Q2
TXN0231,PR0231,PO0231,GR0231,INV0231,V002,GlobalProcure Inc,Maintenance,Finance,2,34419.66,68839.32,2024-02-04,2024-02-06,2024-03-05,2024-03-10,2024-03-16,2024-04-30,2,33,6,45,86,False,False,Feb,2,Q1
TXN0232,PR0232,PO0232,GR0232,INV0232,V008,CoreTrade Inc,Professional Services,R&D,15,163596.04,2453940.6,2024-03-22,2024-03-25,2024-04-06,2024-04-08,2024-04-12,2024-06-12,3,14,4,61,82,False,False,Mar,3,Q1
TXN0233,PR0233,PO0233,GR0233,INV0233,V007,ZenithSupplies Ltd,Consumables,R&D,1,7194.99,7194.99,2024-08-18,2024-08-22,2024-09-06,2024-09-11,2024-09-18,2024-10-16,4,20,7,28,59,False,False,Aug,8,Q3
TXN0234,PR0234,PO0234,GR0234,INV0234,V006,AlphaGoods Pvt Ltd,Raw Materials,Marketing,13,23419.97,304459.61,2024-10-01,2024-10-06,2024-11-03,2024-11-08,2024-11-13,2025-01-02,5,33,5,50,93,False,False,Oct,10,Q4
TXN0235,PR0235,PO0235,GR0235,INV0235,V010,Pinnacle Supplies,Consumables,R&D,8,3805.28,30442.24,2024-07-17,2024-07-25,2024-08-20,2024-08-20,2024-08-26,2024-09-29,8,26,6,34,74,True,False,Jul,7,Q3
TXN0236,PR0236,PO0236,GR0236,INV0236,V002,GlobalProcure Inc,Raw Materials,Marketing,16,15963.62,255417.92,2024-02-13,2024-02-16,2024-03-05,2024-03-07,2024-03-12,2024-04-25,3,20,5,44,72,False,False,Feb,2,Q1
TXN0237,PR0237,PO0237,GR0237,INV0237,V008,CoreTrade Inc,Software Licenses,Operations,41,58364.13,2392929.33,2024-07-15,2024-07-18,2024-08-11,2024-08-11,2024-08-14,2024-10-18,3,24,3,65,95,True,False,Jul,7,Q3
TXN0238,PR0238,PO0238,GR0238,INV0238,V006,AlphaGoods Pvt Ltd,Consumables,Finance,1,5103.78,5103.78,2024-08-18,2024-08-22,2024-09-10,2024-09-20,2024-09-25,2024-11-17,4,29,5,53,91,False,False,Aug,8,Q3
TXN0239,PR0239,PO0239,GR0239,INV0239,V008,CoreTrade Inc,Software Licenses,Logistics,11,17440.36,191843.96,2024-09-08,2024-09-09,2024-09-23,2024-09-23,2024-09-26,2024-11-29,1,14,3,64,82,True,False,Sep,9,Q3
TXN0240,PR0240,PO0240,GR0240,INV0240,V009,BrightSource Co,Utilities,Logistics,33,7830.27,258398.91,2024-03-27,2024-03-29,2024-04-13,2024-04-18,2024-04-25,2024-06-05,2,20,7,41,70,False,False,Mar,3,Q1
TXN0241,PR0241,PO0241,GR0241,INV0241,V007,ZenithSupplies Ltd,Marketing,Procurement,7,90430.73,633015.11,2024-08-13,2024-08-17,2024-09-02,2024-09-07,2024-09-08,2024-10-14,4,21,1,36,62,False,False,Aug,8,Q3
TXN0242,PR0242,PO0242,GR0242,INV0242,V004,PrimeMaterials Ltd,Utilities,IT,14,25267.57,353745.98,2024-02-14,2024-02-24,2024-03-24,2024-03-24,2024-03-30,2024-06-06,10,29,6,68,113,True,False,Feb,2,Q1
TXN0243,PR0243,PO0243,GR0243,INV0243,V004,PrimeMaterials Ltd,Consumables,Operations,14,8151.68,114123.52,2024-03-25,2024-04-04,2024-04-22,2024-04-24,2024-04-29,2024-07-03,10,20,5,65,100,False,False,Mar,3,Q1
TXN0244,PR0244,PO0244,GR0244,INV0244,V009,BrightSource Co,Maintenance,HR,44,33161.69,1459114.36,2024-05-29,2024-06-01,2024-06-21,2024-07-01,2024-07-04,2024-08-17,3,30,3,44,80,False,False,May,5,Q2
TXN0245,PR0245,PO0245,GR0245,INV0245,V006,AlphaGoods Pvt Ltd,Logistics,Operations,16,62110.52,993768.32,2024-03-08,2024-03-15,2024-04-06,2024-04-06,2024-04-12,2024-06-04,7,22,6,53,88,True,False,Mar,3,Q1
TXN0246,PR0246,PO0246,GR0246,INV0246,V002,GlobalProcure Inc,Utilities,IT,26,17890.34,465148.84,2024-07-11,2024-07-16,2024-08-14,2024-08-24,2024-08-27,2024-10-21,5,39,3,55,102,False,False,Jul,7,Q3
TXN0247,PR0247,PO0247,GR0247,INV0247,V002,GlobalProcure Inc,Consumables,Finance,47,9735.43,457565.21,2024-06-16,2024-06-22,2024-07-01,2024-07-06,2024-07-10,2024-09-01,6,14,4,53,77,False,False,Jun,6,Q2
TXN0248,PR0248,PO0248,GR0248,INV0248,V006,AlphaGoods Pvt Ltd,Utilities,HR,19,13443.88,255433.72,2024-04-18,2024-04-28,2024-05-09,2024-05-11,2024-05-15,2024-06-25,10,13,4,41,68,False,False,Apr,4,Q2
TXN0249,PR0249,PO0249,GR0249,INV0249,V001,TechSupply Pvt Ltd,Office Supplies,Logistics,8,4661.28,37290.24,2024-01-24,2024-01-27,2024-02-17,2024-02-17,2024-02-21,2024-03-21,3,21,4,29,57,True,False,Jan,1,Q1
TXN0250,PR0250,PO0250,GR0250,INV0250,V002,GlobalProcure Inc,Raw Materials,HR,42,18661.33,783775.86,2024-06-03,2024-06-05,2024-06-23,2024-06-25,2024-07-01,2024-08-22,2,20,6,52,80,False,False,Jun,6,Q2
TXN0251,PR0251,PO0251,GR0251,INV0251,V002,GlobalProcure Inc,Logistics,R&D,46,12138.78,558383.88,2024-06-05,2024-06-09,2024-07-01,2024-06-29,2024-07-04,2024-08-27,4,20,5,54,83,True,False,Jun,6,Q2
TXN0252,PR0252,PO0252,GR0252,INV0252,V002,GlobalProcure Inc,IT Equipment,Marketing,28,108694.19,3043437.32,2024-01-05,2024-01-13,2024-01-22,2024-01-22,2024-01-23,2024-03-06,8,9,1,43,61,True,False,Jan,1,Q1
TXN0253,PR0253,PO0253,GR0253,INV0253,V005,NexaVendors Corp,Professional Services,Marketing,9,88889.79,800008.11,2024-02-22,2024-02-25,2024-03-23,2024-04-02,2024-04-04,2024-04-29,3,37,2,25,67,False,True,Feb,2,Q1
TXN0254,PR0254,PO0254,GR0254,INV0254,V004,PrimeMaterials Ltd,Utilities,Marketing,41,23706.72,971975.52,2024-03-25,2024-04-01,2024-04-27,2024-04-29,2024-05-06,2024-07-03,7,28,7,58,100,False,False,Mar,3,Q1
TXN0255,PR0255,PO0255,GR0255,INV0255,V006,AlphaGoods Pvt Ltd,Office Supplies,R&D,28,1709.62,47869.36,2024-03-12,2024-03-15,2024-03-29,2024-03-29,2024-03-30,2024-05-18,3,14,1,49,67,True,False,Mar,3,Q1
TXN0256,PR0256,PO0256,GR0256,INV0256,V009,BrightSource Co,Maintenance,Procurement,39,21852.33,852240.87,2024-01-14,2024-01-21,2024-02-06,2024-02-08,2024-02-15,2024-04-02,7,18,7,47,79,False,False,Jan,1,Q1
TXN0257,PR0257,PO0257,GR0257,INV0257,V004,PrimeMaterials Ltd,Software Licenses,IT,32,67427.41,2157677.12,2024-09-10,2024-09-12,2024-10-05,2024-10-10,2024-10-11,2024-12-15,2,28,1,65,96,False,False,Sep,9,Q3
TXN0258,PR0258,PO0258,GR0258,INV0258,V006,AlphaGoods Pvt Ltd,Software Licenses,R&D,35,71464.78,2501267.3,2024-03-08,2024-03-16,2024-03-25,2024-03-23,2024-03-24,2024-05-09,8,7,1,46,62,True,True,Mar,3,Q1
TXN0259,PR0259,PO0259,GR0259,INV0259,V009,BrightSource Co,IT Equipment,R&D,19,99857.04,1897283.76,2024-01-21,2024-01-30,2024-02-19,2024-02-19,2024-02-23,2024-04-07,9,20,4,44,77,True,True,Jan,1,Q1
TXN0260,PR0260,PO0260,GR0260,INV0260,V002,GlobalProcure Inc,Office Supplies,HR,33,4620.44,152474.52,2024-05-22,2024-05-25,2024-06-18,2024-06-18,2024-06-23,2024-08-04,3,24,5,42,74,True,False,May,5,Q2
TXN0261,PR0261,PO0261,GR0261,INV0261,V001,TechSupply Pvt Ltd,Software Licenses,Procurement,16,17759.15,284146.4,2024-06-07,2024-06-14,2024-06-24,2024-06-24,2024-06-29,2024-07-29,7,10,5,30,52,True,True,Jun,6,Q2
TXN0262,PR0262,PO0262,GR0262,INV0262,V001,TechSupply Pvt Ltd,IT Equipment,Operations,11,82015.75,902173.25,2024-03-02,2024-03-08,2024-03-31,2024-04-02,2024-04-09,2024-05-09,6,25,7,30,68,False,False,Mar,3,Q1
TXN0263,PR0263,PO0263,GR0263,INV0263,V002,GlobalProcure Inc,Raw Materials,HR,50,45094.97,2254748.5,2024-07-09,2024-07-15,2024-08-04,2024-08-04,2024-08-05,2024-09-16,6,20,1,42,69,True,False,Jul,7,Q3
TXN0264,PR0264,PO0264,GR0264,INV0264,V001,TechSupply Pvt Ltd,Utilities,Marketing,32,26483.99,847487.68,2024-09-11,2024-09-14,2024-10-02,2024-10-02,2024-10-09,2024-11-06,3,18,7,28,56,True,True,Sep,9,Q3
TXN0265,PR0265,PO0265,GR0265,INV0265,V001,TechSupply Pvt Ltd,Marketing,Finance,1,35389.76,35389.76,2024-04-26,2024-05-04,2024-05-22,2024-05-22,2024-05-24,2024-06-19,8,18,2,26,54,True,False,Apr,4,Q2
TXN0266,PR0266,PO0266,GR0266,INV0266,V004,PrimeMaterials Ltd,Logistics,Marketing,27,73689.11,1989605.97,2024-08-02,2024-08-08,2024-08-23,2024-08-28,2024-09-02,2024-10-28,6,20,5,56,87,False,False,Aug,8,Q3
TXN0267,PR0267,PO0267,GR0267,INV0267,V007,ZenithSupplies Ltd,Logistics,Finance,5,70774.34,353871.7,2024-04-01,2024-04-06,2024-04-22,2024-04-22,2024-04-27,2024-06-02,5,16,5,36,62,True,False,Apr,4,Q2
TXN0268,PR0268,PO0268,GR0268,INV0268,V010,Pinnacle Supplies,Maintenance,HR,16,20165.29,322644.64,2024-04-12,2024-04-22,2024-05-14,2024-05-24,2024-05-31,2024-07-02,10,32,7,32,81,False,False,Apr,4,Q2
TXN0269,PR0269,PO0269,GR0269,INV0269,V001,TechSupply Pvt Ltd,IT Equipment,R&D,15,88108.6,1321629.0,2024-03-18,2024-03-19,2024-04-05,2024-04-03,2024-04-09,2024-05-13,1,15,6,34,56,True,False,Mar,3,Q1
TXN0270,PR0270,PO0270,GR0270,INV0270,V007,ZenithSupplies Ltd,Logistics,Procurement,32,77088.88,2466844.16,2024-02-23,2024-02-26,2024-03-26,2024-03-26,2024-03-27,2024-05-04,3,29,1,38,71,True,False,Feb,2,Q1
TXN0271,PR0271,PO0271,GR0271,INV0271,V010,Pinnacle Supplies,Utilities,IT,7,17635.69,123449.83,2024-07-09,2024-07-16,2024-07-25,2024-07-27,2024-07-28,2024-08-26,7,11,1,29,48,False,False,Jul,7,Q3
TXN0272,PR0272,PO0272,GR0272,INV0272,V006,AlphaGoods Pvt Ltd,Maintenance,HR,26,28926.85,752098.1,2024-05-01,2024-05-07,2024-05-24,2024-05-24,2024-05-26,2024-07-11,6,17,2,46,71,True,True,May,5,Q2
TXN0273,PR0273,PO0273,GR0273,INV0273,V003,SwiftLogistics Co,Consumables,IT,7,2061.56,14430.92,2024-03-10,2024-03-18,2024-04-04,2024-04-04,2024-04-09,2024-05-10,8,17,5,31,61,True,False,Mar,3,Q1
TXN0274,PR0274,PO0274,GR0274,INV0274,V005,NexaVendors Corp,Maintenance,Logistics,8,6345.57,50764.56,2024-08-19,2024-08-24,2024-09-22,2024-09-24,2024-09-25,2024-10-30,5,31,1,35,72,False,False,Aug,8,Q3
TXN0275,PR0275,PO0275,GR0275,INV0275,V006,AlphaGoods Pvt Ltd,Office Supplies,Procurement,26,2664.61,69279.86,2024-03-16,2024-03-21,2024-04-05,2024-04-10,2024-04-12,2024-06-03,5,20,2,52,79,False,True,Mar,3,Q1
TXN0276,PR0276,PO0276,GR0276,INV0276,V002,GlobalProcure Inc,Marketing,Procurement,30,19413.62,582408.6,2024-08-19,2024-08-22,2024-09-01,2024-08-30,2024-09-06,2024-10-23,3,8,7,47,65,True,False,Aug,8,Q3
TXN0277,PR0277,PO0277,GR0277,INV0277,V006,AlphaGoods Pvt Ltd,Logistics,R&D,44,52272.32,2299982.08,2024-03-07,2024-03-09,2024-04-03,2024-04-05,2024-04-12,2024-05-24,2,27,7,42,78,False,True,Mar,3,Q1
TXN0278,PR0278,PO0278,GR0278,INV0278,V002,GlobalProcure Inc,Utilities,Operations,22,8063.19,177390.18,2024-04-11,2024-04-19,2024-04-27,2024-04-27,2024-05-02,2024-06-23,8,8,5,52,73,True,False,Apr,4,Q2
TXN0279,PR0279,PO0279,GR0279,INV0279,V007,ZenithSupplies Ltd,IT Equipment,R&D,12,62782.34,753388.08,2024-09-11,2024-09-14,2024-09-29,2024-09-29,2024-10-01,2024-11-02,3,15,2,32,52,True,True,Sep,9,Q3
TXN0280,PR0280,PO0280,GR0280,INV0280,V009,BrightSource Co,Utilities,R&D,31,6524.48,202258.88,2024-05-31,2024-06-05,2024-06-24,2024-06-24,2024-06-26,2024-08-12,5,19,2,47,73,True,False,May,5,Q2
TXN0281,PR0281,PO0281,GR0281,INV0281,V008,CoreTrade Inc,Software Licenses,Marketing,35,80329.16,2811520.6,2024-01-10,2024-01-16,2024-02-10,2024-02-12,2024-02-16,2024-04-11,6,27,4,55,92,False,False,Jan,1,Q1
TXN0282,PR0282,PO0282,GR0282,INV0282,V001,TechSupply Pvt Ltd,Consumables,Procurement,50,3168.86,158443.0,2024-06-12,2024-06-20,2024-07-13,2024-07-13,2024-07-18,2024-08-17,8,23,5,30,66,True,False,Jun,6,Q2
TXN0283,PR0283,PO0283,GR0283,INV0283,V005,NexaVendors Corp,Logistics,Procurement,35,66221.39,2317748.65,2024-02-21,2024-02-22,2024-03-07,2024-03-09,2024-03-16,2024-04-15,1,16,7,30,54,False,False,Feb,2,Q1
TXN0284,PR0284,PO0284,GR0284,INV0284,V006,AlphaGoods Pvt Ltd,Logistics,Marketing,38,7115.49,270388.62,2024-03-31,2024-04-06,2024-05-01,2024-05-03,2024-05-08,2024-07-02,6,27,5,55,93,False,False,Mar,3,Q1
TXN0285,PR0285,PO0285,GR0285,INV0285,V001,TechSupply Pvt Ltd,Raw Materials,Logistics,6,3752.23,22513.38,2024-06-07,2024-06-17,2024-07-01,2024-06-29,2024-07-03,2024-08-03,10,12,4,31,57,True,True,Jun,6,Q2
TXN0286,PR0286,PO0286,GR0286,INV0286,V006,AlphaGoods Pvt Ltd,Professional Services,Operations,4,23944.32,95777.28,2024-03-07,2024-03-17,2024-04-15,2024-04-25,2024-05-02,2024-06-22,10,39,7,51,107,False,True,Mar,3,Q1
TXN0287,PR0287,PO0287,GR0287,INV0287,V010,Pinnacle Supplies,Professional Services,R&D,7,80580.99,564066.93,2024-02-07,2024-02-13,2024-02-24,2024-03-05,2024-03-11,2024-04-20,6,21,6,40,73,False,False,Feb,2,Q1
TXN0288,PR0288,PO0288,GR0288,INV0288,V004,PrimeMaterials Ltd,Raw Materials,Marketing,43,29858.56,1283918.08,2024-06-11,2024-06-14,2024-07-03,2024-07-03,2024-07-09,2024-09-07,3,19,6,60,88,True,False,Jun,6,Q2
TXN0289,PR0289,PO0289,GR0289,INV0289,V010,Pinnacle Supplies,Consumables,R&D,3,2229.78,6689.34,2024-01-01,2024-01-07,2024-02-02,2024-02-02,2024-02-07,2024-03-18,6,26,5,40,77,True,True,Jan,1,Q1
TXN0290,PR0290,PO0290,GR0290,INV0290,V004,PrimeMaterials Ltd,Professional Services,IT,23,196828.34,4527051.82,2024-03-13,2024-03-16,2024-04-12,2024-04-17,2024-04-18,2024-06-22,3,32,1,65,101,False,False,Mar,3,Q1
TXN0291,PR0291,PO0291,GR0291,INV0291,V004,PrimeMaterials Ltd,IT Equipment,HR,16,108578.77,1737260.32,2024-08-16,2024-08-22,2024-09-06,2024-09-11,2024-09-17,2024-11-23,6,20,6,67,99,False,True,Aug,8,Q3
TXN0292,PR0292,PO0292,GR0292,INV0292,V007,ZenithSupplies Ltd,Software Licenses,Operations,32,89359.36,2859499.52,2024-08-12,2024-08-18,2024-09-11,2024-09-11,2024-09-18,2024-10-20,6,24,7,32,69,True,False,Aug,8,Q3
TXN0293,PR0293,PO0293,GR0293,INV0293,V001,TechSupply Pvt Ltd,Utilities,IT,19,5501.95,104537.05,2024-03-24,2024-03-29,2024-04-08,2024-04-06,2024-04-08,2024-05-08,5,8,2,30,45,True,False,Mar,3,Q1
TXN0294,PR0294,PO0294,GR0294,INV0294,V006,AlphaGoods Pvt Ltd,Marketing,IT,39,118350.92,4615685.88,2024-02-08,2024-02-16,2024-03-16,2024-03-14,2024-03-20,2024-05-12,8,27,6,53,94,True,False,Feb,2,Q1
TXN0295,PR0295,PO0295,GR0295,INV0295,V006,AlphaGoods Pvt Ltd,IT Equipment,IT,14,146543.79,2051613.06,2024-03-21,2024-03-28,2024-04-26,2024-04-28,2024-05-04,2024-06-22,7,31,6,49,93,False,False,Mar,3,Q1
TXN0296,PR0296,PO0296,GR0296,INV0296,V001,TechSupply Pvt Ltd,Logistics,IT,26,47882.74,1244951.24,2024-06-01,2024-06-09,2024-06-20,2024-06-18,2024-06-19,2024-07-23,8,9,1,34,52,True,False,Jun,6,Q2
TXN0297,PR0297,PO0297,GR0297,INV0297,V001,TechSupply Pvt Ltd,Logistics,IT,14,17812.41,249373.74,2024-09-02,2024-09-07,2024-09-16,2024-09-16,2024-09-17,2024-10-24,5,9,1,37,52,True,False,Sep,9,Q3
TXN0298,PR0298,PO0298,GR0298,INV0298,V002,GlobalProcure Inc,Utilities,HR,42,18603.15,781332.3,2024-08-29,2024-09-01,2024-09-19,2024-09-24,2024-09-27,2024-11-07,3,23,3,41,70,False,False,Aug,8,Q3
TXN0299,PR0299,PO0299,GR0299,INV0299,V005,NexaVendors Corp,Utilities,Logistics,15,25926.97,388904.55,2024-05-14,2024-05-24,2024-06-01,2024-06-01,2024-06-07,2024-07-04,10,8,6,27,51,True,False,May,5,Q2
TXN0300,PR0300,PO0300,GR0300,INV0300,V010,Pinnacle Supplies,Marketing,R&D,15,70003.41,1050051.15,2024-06-25,2024-07-02,2024-07-25,2024-07-25,2024-07-30,2024-09-08,7,23,5,40,75,True,False,Jun,6,Q2
TXN0301,PR0301,PO0301,GR0301,INV0301,V002,GlobalProcure Inc,Utilities,HR,26,27569.43,716805.18,2024-04-30,2024-05-01,2024-05-24,2024-05-26,2024-05-31,2024-07-14,1,25,5,44,75,False,False,Apr,4,Q2
TXN0302,PR0302,PO0302,GR0302,INV0302,V003,SwiftLogistics Co,Utilities,Operations,14,25211.52,352961.28,2024-03-02,2024-03-05,2024-03-13,2024-03-13,2024-03-19,2024-04-17,3,8,6,29,46,True,False,Mar,3,Q1
TXN0303,PR0303,PO0303,GR0303,INV0303,V002,GlobalProcure Inc,Professional Services,IT,25,120145.56,3003639.0,2024-05-12,2024-05-21,2024-06-07,2024-06-12,2024-06-17,2024-07-27,9,22,5,40,76,False,False,May,5,Q2
TXN0304,PR0304,PO0304,GR0304,INV0304,V007,ZenithSupplies Ltd,Software Licenses,IT,10,23337.98,233379.8,2024-09-24,2024-10-04,2024-10-29,2024-11-03,2024-11-04,2024-12-02,10,30,1,28,69,False,False,Sep,9,Q3
TXN0305,PR0305,PO0305,GR0305,INV0305,V007,ZenithSupplies Ltd,Marketing,Marketing,17,50900.87,865314.79,2024-05-26,2024-06-03,2024-06-28,2024-06-30,2024-07-01,2024-08-07,8,27,1,37,73,False,False,May,5,Q2
TXN0306,PR0306,PO0306,GR0306,INV0306,V001,TechSupply Pvt Ltd,Consumables,R&D,26,8950.96,232724.96,2024-03-14,2024-03-20,2024-04-18,2024-04-18,2024-04-24,2024-05-27,6,29,6,33,74,True,False,Mar,3,Q1
TXN0307,PR0307,PO0307,GR0307,INV0307,V005,NexaVendors Corp,IT Equipment,Marketing,20,52846.8,1056936.0,2024-07-09,2024-07-17,2024-08-15,2024-08-17,2024-08-24,2024-09-27,8,31,7,34,80,False,False,Jul,7,Q3
TXN0308,PR0308,PO0308,GR0308,INV0308,V007,ZenithSupplies Ltd,Professional Services,HR,39,136199.87,5311794.93,2024-08-14,2024-08-18,2024-09-08,2024-09-08,2024-09-15,2024-10-25,4,21,7,40,72,True,False,Aug,8,Q3
TXN0309,PR0309,PO0309,GR0309,INV0309,V009,BrightSource Co,Professional Services,Finance,11,31811.05,349921.55,2024-09-21,2024-09-30,2024-10-19,2024-10-19,2024-10-26,2024-12-05,9,19,7,40,75,True,False,Sep,9,Q3
TXN0310,PR0310,PO0310,GR0310,INV0310,V001,TechSupply Pvt Ltd,Logistics,Procurement,16,7480.33,119685.28,2024-03-29,2024-03-30,2024-04-17,2024-04-19,2024-04-22,2024-05-31,1,20,3,39,63,False,False,Mar,3,Q1
TXN0311,PR0311,PO0311,GR0311,INV0311,V001,TechSupply Pvt Ltd,Software Licenses,IT,16,43522.01,696352.16,2024-09-15,2024-09-25,2024-10-16,2024-10-16,2024-10-23,2024-11-28,10,21,7,36,74,True,False,Sep,9,Q3
TXN0312,PR0312,PO0312,GR0312,INV0312,V002,GlobalProcure Inc,Raw Materials,HR,19,2345.07,44556.33,2024-06-25,2024-06-26,2024-07-08,2024-07-13,2024-07-20,2024-09-05,1,17,7,47,72,False,False,Jun,6,Q2
TXN0313,PR0313,PO0313,GR0313,INV0313,V007,ZenithSupplies Ltd,Logistics,HR,33,6503.93,214629.69,2024-04-25,2024-04-26,2024-05-18,2024-05-28,2024-06-03,2024-06-28,1,32,6,25,64,False,False,Apr,4,Q2
TXN0314,PR0314,PO0314,GR0314,INV0314,V005,NexaVendors Corp,Maintenance,HR,28,36132.87,1011720.36,2024-04-24,2024-04-30,2024-05-21,2024-05-21,2024-05-25,2024-07-01,6,21,4,37,68,True,False,Apr,4,Q2
TXN0315,PR0315,PO0315,GR0315,INV0315,V009,BrightSource Co,IT Equipment,Marketing,42,95159.29,3996690.18,2024-02-22,2024-02-27,2024-03-14,2024-03-16,2024-03-20,2024-05-07,5,18,4,48,75,False,True,Feb,2,Q1
TXN0316,PR0316,PO0316,GR0316,INV0316,V005,NexaVendors Corp,Maintenance,HR,13,8547.38,111115.94,2024-06-15,2024-06-19,2024-06-27,2024-07-02,2024-07-09,2024-08-15,4,13,7,37,61,False,False,Jun,6,Q2
TXN0317,PR0317,PO0317,GR0317,INV0317,V008,CoreTrade Inc,Raw Materials,Finance,19,13711.89,260525.91,2024-06-12,2024-06-19,2024-07-08,2024-07-08,2024-07-09,2024-09-08,7,19,1,61,88,True,False,Jun,6,Q2
